"FID","SUBTYPE","JURISDICTI","OWNER","SOURCE","LOCAL_ID","FACILITYID","Lat","Long","Subbasin"
"695.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0055","42.9215580228","-85.8190837506","Direct Drainage to Lower Grand River"
"696.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0056","42.9216741142","-85.8177432149","Direct Drainage to Lower Grand River"
"697.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0057","42.9215788524","-85.8177409806","Direct Drainage to Lower Grand River"
"698.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0058","42.921733627","-85.8124338012","Direct Drainage to Lower Grand River"
"699.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0059","42.9215775284","-85.8124197809","Direct Drainage to Lower Grand River"
"700.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0060","42.921706998","-85.8154464389","Direct Drainage to Lower Grand River"
"701.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0061","42.9215773764","-85.81544859","Direct Drainage to Lower Grand River"
"702.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0062","42.9041565034","-85.8521111361","Direct Drainage to Lower Grand River"
"703.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0063","42.9039809535","-85.852127662","Direct Drainage to Lower Grand River"
"704.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0064","42.9039762463","-85.8524904913","Direct Drainage to Lower Grand River"
"705.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0065","42.9048344955","-85.8521481495","Direct Drainage to Lower Grand River"
"706.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0066","42.9048295193","-85.8525317172","Direct Drainage to Lower Grand River"
"707.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0067","42.9058357483","-85.8525351364","Direct Drainage to Lower Grand River"
"708.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0068","42.9058404556","-85.8521722962","Direct Drainage to Lower Grand River"
"709.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0069","42.9021846594","-85.8524993267","Rush Creek"
"710.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0070","42.9021976599","-85.8520848596","Rush Creek"
"711.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0071","42.9017125663","-85.8524568846","Rush Creek"
"712.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0072","42.9017178112","-85.852052604","Rush Creek"
"713.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0073","42.9016351197","-85.7914988443","Rush Creek"
"714.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0074","42.9016546288","-85.7917688942","Rush Creek"
"715.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0075","42.9007940883","-85.7910854561","Rush Creek"
"716.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0076","42.9003277119","-85.7887416898","Rush Creek"
"717.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0077","42.9004830112","-85.7897406878","Rush Creek"
"718.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0078","42.9005743531","-85.7903649326","Rush Creek"
"719.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0079","42.9003905466","-85.7904332878","Rush Creek"
"720.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0080","42.9003070837","-85.7897884879","Rush Creek"
"721.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0081","42.9001289218","-85.7887889673","Rush Creek"
"722.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0082","42.8998927737","-85.784492522","Rush Creek"
"723.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0083","42.8997555312","-85.7844945625","Rush Creek"
"724.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0084","42.8998919092","-85.7827142275","Rush Creek"
"725.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0085","42.8997318676","-85.7827105659","Rush Creek"
"726.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0086","42.9066067316","-85.7879683751","Rush Creek"
"727.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0087","42.9059969785","-85.7902616924","Rush Creek"
"728.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0088","42.9059824897","-85.7891271424","Rush Creek"
"729.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0089","42.9058634919","-85.789117926","Rush Creek"
"730.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0090","42.9057715287","-85.7888500824","Rush Creek"
"731.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0091","42.9058733246","-85.7887098348","Rush Creek"
"732.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0092","42.9057409224","-85.7886290179","Rush Creek"
"733.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0093","42.9056807716","-85.7884850493","Rush Creek"
"734.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0094","42.9058440856","-85.7883786206","Rush Creek"
"735.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0095","42.9072998532","-85.7915494832","Direct Drainage to Lower Grand River"
"736.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0096","42.9070326021","-85.7915848104","Rush Creek"
"737.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0097","42.9072475254","-85.7908534752","Direct Drainage to Lower Grand River"
"738.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0098","42.9070269031","-85.7908172874","Rush Creek"
"739.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0099","42.9070338153","-85.7902641546","Rush Creek"
"740.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0100","42.9070434105","-85.7898754943","Rush Creek"
"741.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0101","42.907033952","-85.7894863959","Rush Creek"
"742.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0102","42.9072429902","-85.7903013733","Direct Drainage to Lower Grand River"
"743.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0103","42.9072311059","-85.7878057731","Rush Creek"
"744.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0104","42.907228996","-85.7875918396","Rush Creek"
"745.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0105","42.9072445509","-85.7871060941","Rush Creek"
"746.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0106","42.9069005381","-85.7883361325","Rush Creek"
"747.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0107","42.9067360806","-85.7881508776","Rush Creek"
"748.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0108","42.9068286711","-85.78798449","Rush Creek"
"749.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0109","42.9070241548","-85.7887408158","Rush Creek"
"750.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0110","42.9070324891","-85.789220627","Rush Creek"
"751.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0111","42.9072282867","-85.7899510411","Direct Drainage to Lower Grand River"
"752.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0112","42.907245958","-85.78967923","Direct Drainage to Lower Grand River"
"753.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0113","42.9072357743","-85.7893484459","Direct Drainage to Lower Grand River"
"754.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0114","42.907229709","-85.7890696077","Direct Drainage to Lower Grand River"
"755.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0115","42.9072296934","-85.7886872066","Direct Drainage to Lower Grand River"
"756.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0116","42.9072185416","-85.7884341771","Direct Drainage to Lower Grand River"
"757.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0117","42.9072356463","-85.7882077221","Direct Drainage to Lower Grand River"
"758.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0118","42.9070364409","-85.7873670526","Rush Creek"
"759.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0119","42.9070453439","-85.7878015072","Rush Creek"
"760.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0120","42.9070233965","-85.7880343316","Rush Creek"
"761.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0121","42.9069039322","-85.7850704838","Rush Creek"
"762.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0122","42.9070852305","-85.7849735301","Rush Creek"
"763.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0123","42.9072179623","-85.7857971126","Rush Creek"
"764.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0124","42.9071552497","-85.7853212392","Rush Creek"
"765.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0125","42.9072087582","-85.7865396656","Rush Creek"
"766.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0126","42.9072149899","-85.7862675914","Rush Creek"
"767.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0127","42.9072178812","-85.7860343286","Rush Creek"
"768.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0128","42.9070128848","-85.785967406","Rush Creek"
"769.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0129","42.907009867","-85.7857495637","Rush Creek"
"770.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0130","42.9069796668","-85.785418323","Rush Creek"
"771.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0131","42.9069362043","-85.785234553","Rush Creek"
